epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 2.0299012928, 0.3237882099, 1.8602535725, 0.3525204957
1.0000000000, 0.0300000000, 1.4865012080, 0.5586097267, 1.3976075649, 0.5223302245
2.0000000000, 0.0300000000, 1.0396142967, 0.7093853888, 1.1108059883, 0.7115185261
3.0000000000, 0.0300000000, 0.6880285633, 0.8227293963, 0.8349059224, 0.7829767466
4.0000000000, 0.0300000000, 0.5859344633, 0.8494576483, 0.7711586952, 0.8082795143
5.0000000000, 0.0300000000, 0.7170039691, 0.8051115750, 0.8878206611, 0.7203937769
6.0000000000, 0.0300000000, 0.6247843771, 0.8339301036, 0.7909825444, 0.8161701560
7.0000000000, 0.0300000000, 0.5678648513, 0.8465066365, 0.7029393911, 0.7940083742
8.0000000000, 0.0300000000, 0.5344007380, 0.8543587185, 1.2000044584, 0.7330243587
9.0000000000, 0.0300000000, 0.5134404996, 0.8602148463, 0.6532260776, 0.8040831685
10.0000000000, 0.0300000000, 0.4990118560, 0.8635373222, 0.6292639971, 0.8276816010
11.0000000000, 0.0300000000, 0.4765424777, 0.8680933420, 0.6319016814, 0.8141510487
12.0000000000, 0.0300000000, 0.4706403551, 0.8695786426, 0.7825729847, 0.7640807629
13.0000000000, 0.0300000000, 0.4918363406, 0.8653004410, 1.0181689262, 0.7270127535
14.0000000000, 0.0300000000, 0.4617934231, 0.8699242126, 0.6093672514, 0.8307698965
15.0000000000, 0.0300000000, 0.4554184938, 0.8713163129, 0.6641383767, 0.8146294355
16.0000000000, 0.0300000000, 0.4538403812, 0.8703969539, 0.8130002618, 0.7877638340
17.0000000000, 0.0300000000, 0.4352226649, 0.8757352793, 0.5959925652, 0.8156473041
18.0000000000, 0.0300000000, 0.4412030845, 0.8737122328, 0.7934399843, 0.7949208617
19.0000000000, 0.0210000000, 0.4122099827, 0.8819227139, 0.6022982001, 0.8279131651
20.0000000000, 0.0210000000, 0.4213973262, 0.8778800697, 0.5824341774, 0.8402081728
21.0000000000, 0.0210000000, 0.3884868849, 0.8867039592, 0.6016342044, 0.8266553879
22.0000000000, 0.0210000000, 0.3826055349, 0.8873862384, 0.7005441189, 0.8156015873
23.0000000000, 0.0210000000, 0.3766653814, 0.8894485013, 0.6763408780, 0.8294094801
24.0000000000, 0.0210000000, 0.3758529958, 0.8888530802, 0.6271045208, 0.8080548644
25.0000000000, 0.0147000000, 0.3551424519, 0.8951695704, 0.6604368091, 0.8263946772
26.0000000000, 0.0147000000, 0.3371391328, 0.8998899753, 0.6184077859, 0.8355458975
27.0000000000, 0.0147000000, 0.3408485491, 0.8983518757, 0.6053079367, 0.8237861991
28.0000000000, 0.0147000000, 0.3447261986, 0.8975607166, 0.6326444745, 0.8131802678
29.0000000000, 0.0102900000, 0.3099564692, 0.9073712879, 0.6372215748, 0.8285677433
