epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 1.5959891940, 0.5281006548, 0.9575980902, 0.7467852831
1.0000000000, 0.0300000000, 0.5987894477, 0.8531827447, 0.7574766874, 0.7966555953
2.0000000000, 0.0300000000, 0.4463666229, 0.8909055939, 0.6956195831, 0.7572828531
3.0000000000, 0.0300000000, 0.4459504133, 0.8871505779, 0.6791740060, 0.8251974583
4.0000000000, 0.0300000000, 0.3738890679, 0.9054178936, 0.9167312980, 0.7691031098
5.0000000000, 0.0300000000, 0.4683378784, 0.8860710178, 0.8184100389, 0.7338091731
6.0000000000, 0.0300000000, 0.4629950771, 0.8883933781, 0.7778185010, 0.8117505312
7.0000000000, 0.0300000000, 0.3880376144, 0.8999067762, 0.6910993457, 0.8490181565
8.0000000000, 0.0300000000, 0.3914575047, 0.8993870051, 1.4165515900, 0.7595686316
9.0000000000, 0.0300000000, 0.4402452067, 0.8937563679, 0.8928359747, 0.8231226802
10.0000000000, 0.0300000000, 0.3838046743, 0.9031650138, 0.8275370598, 0.7858939767
11.0000000000, 0.0300000000, 0.4297575088, 0.8888395282, 0.9381252527, 0.8271706104
12.0000000000, 0.0210000000, 0.3628707544, 0.9085213449, 0.6252272725, 0.8419682384
13.0000000000, 0.0210000000, 0.3098464051, 0.9181454925, 0.6772752404, 0.8249451518
14.0000000000, 0.0210000000, 0.4532846476, 0.8886942469, 0.8355204463, 0.7647747397
15.0000000000, 0.0210000000, 0.3680415169, 0.9058239615, 1.3277882338, 0.7717928886
16.0000000000, 0.0147000000, 0.3023705978, 0.9219489485, 0.5997677445, 0.8514026999
