epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 2.0394542093, 0.2763327796, 2.3548908234, 0.2253843397
1.0000000000, 0.0300000000, 1.2888411717, 0.5954405867, 2.4008271694, 0.3704324961
2.0000000000, 0.0300000000, 0.9718853560, 0.7452866489, 1.9526975155, 0.4685577154
3.0000000000, 0.0300000000, 0.8023117556, 0.7874606902, 1.1603957415, 0.7420858741
4.0000000000, 0.0300000000, 0.7458394286, 0.8042472322, 1.6040276289, 0.5808163285
5.0000000000, 0.0300000000, 0.7678406989, 0.7890521474, 1.1922023296, 0.6829025745
6.0000000000, 0.0300000000, 0.7173428543, 0.8104003691, 1.2277300358, 0.6610538960
7.0000000000, 0.0300000000, 0.7570604264, 0.7943779532, 1.1992321014, 0.7407328486
8.0000000000, 0.0210000000, 0.6333999394, 0.8336885479, 0.9921854138, 0.7587885261
9.0000000000, 0.0210000000, 0.6309930605, 0.8357186728, 1.2064063549, 0.7457271218
10.0000000000, 0.0210000000, 0.6239843489, 0.8323430636, 1.1694884300, 0.7721181512
11.0000000000, 0.0210000000, 0.6385536894, 0.8234881434, 1.0786722898, 0.7120857835
12.0000000000, 0.0210000000, 0.6248489839, 0.8263695511, 2.9859309196, 0.4668010771
13.0000000000, 0.0210000000, 0.7134586143, 0.8129006454, 0.9287077785, 0.7383385897
14.0000000000, 0.0210000000, 0.5950326718, 0.8422623788, 1.2045730352, 0.7655324936
15.0000000000, 0.0147000000, 0.5121425456, 0.8666311727, 1.2481361628, 0.6504268050
16.0000000000, 0.0147000000, 0.5340584180, 0.8546041668, 0.9512332082, 0.7926362157
17.0000000000, 0.0147000000, 0.5287727818, 0.8566922693, 1.0296238661, 0.7295635343
18.0000000000, 0.0147000000, 0.4879343316, 0.8712001977, 1.3000214100, 0.7597397566
19.0000000000, 0.0147000000, 0.5355303733, 0.8586655484, 0.9655879736, 0.7773596644
20.0000000000, 0.0147000000, 0.4739485464, 0.8748963080, 0.9417035580, 0.7769415379
21.0000000000, 0.0102900000, 0.4397120739, 0.8797394409, 2.4397442341, 0.4171389043
22.0000000000, 0.0102900000, 0.4924686613, 0.8662954166, 0.9298062921, 0.7902551293
23.0000000000, 0.0102900000, 0.4458401877, 0.8815750294, 1.0026376247, 0.7823721170
24.0000000000, 0.0102900000, 0.4283276998, 0.8814593778, 1.0268207788, 0.7666748762
25.0000000000, 0.0072030000, 0.3936987341, 0.8908930576, 1.0168306828, 0.8123799562
26.0000000000, 0.0072030000, 0.3630184260, 0.9019589246, 0.9750461578, 0.7737695575
27.0000000000, 0.0072030000, 0.3620323218, 0.9012060746, 1.0507484674, 0.8058444858
28.0000000000, 0.0072030000, 0.3498016453, 0.9067337010, 1.0958546400, 0.8036845326
29.0000000000, 0.0072030000, 0.4567949946, 0.8702266216, 0.9339168072, 0.7483355999
30.0000000000, 0.0050421000, 0.3550196491, 0.9040407546, 1.1065064669, 0.7776989341
31.0000000000, 0.0050421000, 0.3271154916, 0.9131839670, 0.9118654132, 0.8078131676
32.0000000000, 0.0050421000, 0.3208673093, 0.9134028879, 0.9459311962, 0.7860548496
33.0000000000, 0.0050421000, 0.3353665370, 0.9080929369, 1.0236834288, 0.7985019088
34.0000000000, 0.0035294700, 0.3042077178, 0.9185486730, 1.0280590057, 0.8153570294
