epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 1.9885405889, 0.2899455239, 1.7573580742, 0.3399093449
1.0000000000, 0.0300000000, 1.4681904974, 0.5498004453, 1.4348565340, 0.5312041044
2.0000000000, 0.0300000000, 0.9790527838, 0.7456609678, 0.9800798297, 0.7186936140
3.0000000000, 0.0300000000, 0.6991132293, 0.8288644632, 0.8025381565, 0.7770982385
4.0000000000, 0.0300000000, 0.5975105798, 0.8506288582, 0.6785398126, 0.8266318440
5.0000000000, 0.0300000000, 0.5411735849, 0.8616114864, 0.9131942391, 0.7655909657
6.0000000000, 0.0300000000, 0.5246314073, 0.8624722984, 0.6418112516, 0.8239401579
7.0000000000, 0.0300000000, 0.4826296995, 0.8685765898, 0.8434591889, 0.7825898528
8.0000000000, 0.0300000000, 0.4610061583, 0.8719131564, 0.6479793191, 0.8063186407
9.0000000000, 0.0210000000, 0.4220991179, 0.8801879678, 0.6207908988, 0.8398670554
10.0000000000, 0.0210000000, 0.4336062020, 0.8754942711, 0.8262387514, 0.7799882889
11.0000000000, 0.0210000000, 0.4122864924, 0.8812922924, 0.6757459641, 0.8167872429
12.0000000000, 0.0210000000, 0.4102856348, 0.8816111568, 0.6729968786, 0.8207811117
13.0000000000, 0.0210000000, 0.3926929809, 0.8853886270, 0.6799940467, 0.8104941249
14.0000000000, 0.0147000000, 0.3569854538, 0.8936311967, 0.6211510301, 0.8408627510
15.0000000000, 0.0147000000, 0.3571925879, 0.8939090442, 0.6604228020, 0.8230567575
16.0000000000, 0.0147000000, 0.3651330160, 0.8911080992, 0.8800603747, 0.7808674574
17.0000000000, 0.0147000000, 0.3625541627, 0.8923305006, 0.6634477973, 0.8127531409
18.0000000000, 0.0102900000, 0.3196567244, 0.9040985606, 0.7285043001, 0.8120542169
