epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 2.0152816221, 0.3210225228, 1.9338654280, 0.4197587967
1.0000000000, 0.0300000000, 1.4786914516, 0.5660623637, 1.3916569948, 0.5612121224
2.0000000000, 0.0300000000, 1.0456101654, 0.7431403487, 1.1062284708, 0.6698284745
3.0000000000, 0.0300000000, 0.7083085144, 0.8190764304, 0.8528659940, 0.7874559760
4.0000000000, 0.0300000000, 0.5817635589, 0.8505768118, 0.7543219924, 0.8076956868
5.0000000000, 0.0300000000, 0.5399060418, 0.8582089401, 0.7061250806, 0.8145323992
6.0000000000, 0.0300000000, 0.5051111032, 0.8646110323, 0.7289531827, 0.8220721483
7.0000000000, 0.0300000000, 0.4855037016, 0.8667574970, 0.6897072792, 0.8048763871
8.0000000000, 0.0300000000, 0.4590699415, 0.8718866608, 0.6755083799, 0.8033398390
9.0000000000, 0.0300000000, 0.4647961641, 0.8705520968, 0.6575394869, 0.8193680048
10.0000000000, 0.0300000000, 0.4538092845, 0.8714176915, 0.6457180381, 0.8068746924
11.0000000000, 0.0210000000, 0.4165807553, 0.8794434667, 0.6535194516, 0.8257775903
12.0000000000, 0.0210000000, 0.3954561878, 0.8854114493, 0.6569318771, 0.8221608996
13.0000000000, 0.0210000000, 0.3933114387, 0.8849680397, 0.6132901311, 0.8205814362
14.0000000000, 0.0210000000, 0.3867769699, 0.8859963328, 0.6236435771, 0.8305549622
15.0000000000, 0.0210000000, 0.3718486055, 0.8901678315, 0.6508105993, 0.8237390518
16.0000000000, 0.0210000000, 0.3795098823, 0.8893190774, 0.6633408070, 0.8342770338
17.0000000000, 0.0210000000, 0.3825067308, 0.8879767754, 0.8106492162, 0.7896068096
18.0000000000, 0.0210000000, 0.3813112983, 0.8889057779, 0.6452714205, 0.8301209211
19.0000000000, 0.0210000000, 0.3649277585, 0.8916304281, 0.6592937112, 0.8198769689
20.0000000000, 0.0210000000, 0.3673831082, 0.8907670993, 0.6447392106, 0.8115563989
21.0000000000, 0.0147000000, 0.3424331186, 0.8979968873, 0.6053535342, 0.8341688514
22.0000000000, 0.0147000000, 0.3298226969, 0.9012357459, 0.6687309146, 0.8075222969
23.0000000000, 0.0147000000, 0.3288575486, 0.9019896619, 0.6435329914, 0.8282570839
24.0000000000, 0.0147000000, 0.3314242203, 0.9012492931, 0.6396334767, 0.8233299851
25.0000000000, 0.0102900000, 0.3121339305, 0.9066876627, 0.6006636620, 0.8280823827
