epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 2.0689716494, 0.2351002564, 2.3557987213, 0.0527252108
1.0000000000, 0.0300000000, 1.5878912241, 0.3600226977, 2.3184888363, 0.0827076361
2.0000000000, 0.0300000000, 1.3086246531, 0.4695926843, 1.9661389589, 0.2856541574
3.0000000000, 0.0300000000, 1.1351037668, 0.5372875124, 1.6826727390, 0.3756828606
4.0000000000, 0.0300000000, 1.0373438039, 0.5797818535, 1.6929113865, 0.3253447115
5.0000000000, 0.0300000000, 0.9661428634, 0.6097313108, 1.5671913624, 0.4540985227
6.0000000000, 0.0300000000, 1.0018176065, 0.5959284905, 1.3589180708, 0.5555195212
7.0000000000, 0.0300000000, 0.9309558009, 0.6216193852, 1.4067343473, 0.5736337304
8.0000000000, 0.0300000000, 0.9796934066, 0.6216932167, 1.3138623238, 0.5053375363
9.0000000000, 0.0300000000, 0.8833008401, 0.6552820182, 1.3849174976, 0.5305281281
10.0000000000, 0.0300000000, 0.9952825648, 0.6136971302, 1.2082597017, 0.5952164531
11.0000000000, 0.0300000000, 0.8887087563, 0.6593122715, 1.3550850153, 0.6256566048
12.0000000000, 0.0300000000, 0.8896189154, 0.6676866505, 1.8183021545, 0.4181718826
13.0000000000, 0.0300000000, 1.0124185627, 0.6147613951, 1.4041782618, 0.5201574564
14.0000000000, 0.0300000000, 0.9112843701, 0.6509845729, 1.3966879845, 0.4617028236
15.0000000000, 0.0300000000, 0.8810158186, 0.6686890125, 1.6900775433, 0.4426387250
16.0000000000, 0.0210000000, 0.8596063821, 0.6826725563, 1.1623002291, 0.5889968872
17.0000000000, 0.0210000000, 0.7970361570, 0.7044453528, 1.3374919891, 0.6590198278
18.0000000000, 0.0210000000, 0.7782401458, 0.7128368624, 4.0620765686, 0.3191135228
19.0000000000, 0.0210000000, 0.8437057904, 0.6913282624, 1.4100884199, 0.6492077708
20.0000000000, 0.0210000000, 0.7346050027, 0.7372401643, 1.3259173632, 0.6840383410
21.0000000000, 0.0210000000, 0.7680362215, 0.7255174703, 1.2851661444, 0.6178628206
22.0000000000, 0.0210000000, 0.7672891950, 0.7224053369, 1.4670125246, 0.5086247921
23.0000000000, 0.0210000000, 0.8289208041, 0.7036509413, 1.3485337496, 0.6318532228
24.0000000000, 0.0210000000, 0.7249745665, 0.7399985953, 1.4286546707, 0.5873770118
25.0000000000, 0.0147000000, 0.6569000475, 0.7617006387, 1.1822352409, 0.6223171353
26.0000000000, 0.0147000000, 0.6590970070, 0.7569869927, 1.2697337866, 0.6763343215
27.0000000000, 0.0147000000, 0.6264453348, 0.7762847342, 1.4856702089, 0.6515504122
28.0000000000, 0.0147000000, 0.6470819623, 0.7685833457, 1.4827928543, 0.6650183201
29.0000000000, 0.0102900000, 0.5864549840, 0.7906746570, 1.1401575804, 0.7184287310
30.0000000000, 0.0102900000, 0.5277012978, 0.8101624111, 1.3933165073, 0.6099565625
31.0000000000, 0.0102900000, 0.5454655468, 0.8059537179, 1.3727720976, 0.6489673257
32.0000000000, 0.0102900000, 0.5029994807, 0.8240021924, 1.1772270203, 0.6736576557
33.0000000000, 0.0102900000, 0.5699513109, 0.8000526041, 1.2873615026, 0.7071117759
34.0000000000, 0.0072030000, 0.4935430354, 0.8284166122, 1.1380735636, 0.7294902205
35.0000000000, 0.0072030000, 0.4448719683, 0.8455779429, 1.2183543444, 0.7078121901
36.0000000000, 0.0072030000, 0.4895224486, 0.8325614604, 1.3882572651, 0.7216708064
37.0000000000, 0.0072030000, 0.4673031952, 0.8391092203, 1.1609606743, 0.7183606029
38.0000000000, 0.0072030000, 0.4343463794, 0.8512632150, 1.2306052446, 0.7110302448
39.0000000000, 0.0050421000, 0.3942445222, 0.8646750063, 1.1831213236, 0.7458527684
40.0000000000, 0.0050421000, 0.4064543661, 0.8610558270, 1.3881745338, 0.7130640149
41.0000000000, 0.0050421000, 0.3994595172, 0.8641881029, 1.7347253561, 0.4648734033
42.0000000000, 0.0050421000, 0.4667484876, 0.8430891052, 1.2520928383, 0.7307769060
43.0000000000, 0.0050421000, 0.3771084040, 0.8766203592, 1.2746485472, 0.7567361593
44.0000000000, 0.0050421000, 0.3756866571, 0.8754371730, 1.2400120497, 0.7329869270
45.0000000000, 0.0050421000, 0.3650317076, 0.8790215803, 1.3089609146, 0.7234693170
46.0000000000, 0.0050421000, 0.3788302115, 0.8750876614, 1.3780452013, 0.7272150517
47.0000000000, 0.0050421000, 0.3930247778, 0.8698971411, 1.2110137939, 0.7366753817
48.0000000000, 0.0035294700, 0.3511237417, 0.8868705011, 1.2762393951, 0.7364503145
49.0000000000, 0.0035294700, 0.3327774932, 0.8931218440, 1.2916948795, 0.7420114279
50.0000000000, 0.0035294700, 0.3196589881, 0.8989934426, 1.2608652115, 0.7549294829
51.0000000000, 0.0035294700, 0.3153955240, 0.9002618975, 1.2488478422, 0.7387890220
52.0000000000, 0.0024706290, 0.3206731534, 0.8961822816, 1.2282321453, 0.7432876229
