epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 2.0338556054, 0.2568421435, 2.1313354969, 0.1768785119
1.0000000000, 0.0300000000, 1.3339102942, 0.5838139042, 1.6752461195, 0.5007365942
2.0000000000, 0.0300000000, 1.0080887938, 0.7215974811, 1.2898498774, 0.6111028194
3.0000000000, 0.0300000000, 0.7956284648, 0.7865949668, 1.4150191545, 0.6582619548
4.0000000000, 0.0300000000, 0.7341672012, 0.8062156834, 1.0738947392, 0.7844569683
5.0000000000, 0.0300000000, 0.6933881052, 0.8221049944, 0.9694551229, 0.7093504071
6.0000000000, 0.0300000000, 0.7343832796, 0.8056966066, 1.0663158894, 0.7003215551
7.0000000000, 0.0300000000, 0.7321423315, 0.8093327648, 1.7114616632, 0.5112547874
8.0000000000, 0.0300000000, 0.7750248445, 0.7900967505, 1.3983676434, 0.7118292451
9.0000000000, 0.0210000000, 0.6222809917, 0.8365154646, 1.1781748533, 0.6790713072
10.0000000000, 0.0210000000, 0.6075822409, 0.8322207432, 1.3194160461, 0.7653667927
11.0000000000, 0.0210000000, 0.5389788015, 0.8596774231, 1.2399201393, 0.7095592022
12.0000000000, 0.0210000000, 0.6636614010, 0.8220593550, 1.3508547544, 0.5204907656
13.0000000000, 0.0147000000, 0.5680197578, 0.8532436738, 1.0055805445, 0.7864992023
