epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 2.0809468836, 0.2201943872, 2.3939950466, 0.0732821524
1.0000000000, 0.0300000000, 1.5543905450, 0.3475514358, 2.5044047832, 0.1878871322
2.0000000000, 0.0300000000, 1.3583940670, 0.4407346856, 2.0683543682, 0.2142558098
3.0000000000, 0.0300000000, 1.1040347157, 0.5646403320, 1.2758240700, 0.4940196574
4.0000000000, 0.0300000000, 1.0752726925, 0.5661753989, 1.4654861689, 0.4653809667
5.0000000000, 0.0300000000, 1.0865113782, 0.5734285325, 1.3019957542, 0.5670174360
6.0000000000, 0.0300000000, 0.9982209314, 0.6026624000, 1.5682415962, 0.4661680460
7.0000000000, 0.0300000000, 1.0591474253, 0.5822951453, 1.3254853487, 0.5769799948
8.0000000000, 0.0300000000, 1.0091697489, 0.5996534867, 8.5981016159, 0.2651012838
9.0000000000, 0.0300000000, 0.9960715268, 0.5997361665, 1.2137376070, 0.6154562235
10.0000000000, 0.0300000000, 0.9162838335, 0.6294602628, 1.2920591831, 0.5867415071
11.0000000000, 0.0300000000, 0.8999769006, 0.6480034567, 1.2923929691, 0.5069092512
12.0000000000, 0.0300000000, 0.9565869152, 0.6294346785, 1.3266603947, 0.5791093111
13.0000000000, 0.0300000000, 0.8442992800, 0.6749828373, 1.3403871059, 0.6001893282
14.0000000000, 0.0210000000, 0.7982647582, 0.6992106004, 1.3008483648, 0.6033176780
15.0000000000, 0.0210000000, 0.8054790837, 0.7010926101, 1.7291940451, 0.4589549303
16.0000000000, 0.0210000000, 0.7663368900, 0.7174403807, 1.3651536703, 0.4761086404
17.0000000000, 0.0210000000, 0.7465874978, 0.7339580160, 1.4420139790, 0.5183452964
18.0000000000, 0.0147000000, 0.7229574060, 0.7437742879, 2.4264454842, 0.5205374360
