epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 2.1056368134, 0.1906397713, 2.0727474689, 0.2176748961
1.0000000000, 0.0300000000, 1.6039327878, 0.3071946614, 2.2458348274, 0.1238720939
2.0000000000, 0.0300000000, 1.3785800191, 0.4118676577, 1.8285131454, 0.3224235177
3.0000000000, 0.0300000000, 1.2071678267, 0.5139532910, 1.3143762350, 0.5644639730
4.0000000000, 0.0300000000, 0.9957372260, 0.7181871479, 1.2078671455, 0.7124976516
5.0000000000, 0.0300000000, 0.9240646138, 0.7519878443, 1.2296884060, 0.7135616541
6.0000000000, 0.0300000000, 0.8004649591, 0.7922470066, 2.5141544342, 0.4246497750
7.0000000000, 0.0300000000, 0.7893619383, 0.7908673828, 1.4701528549, 0.4975767732
8.0000000000, 0.0300000000, 0.7610390140, 0.7914321779, 1.0628710985, 0.7044386268
9.0000000000, 0.0210000000, 0.6651769602, 0.8266094559, 2.4318528175, 0.4752516448
10.0000000000, 0.0210000000, 0.7760275420, 0.7899955457, 14.0764923096, 0.1412548125
11.0000000000, 0.0210000000, 0.9459599527, 0.7504730070, 1.4351726770, 0.6327580810
12.0000000000, 0.0210000000, 0.7171043103, 0.8098030957, 1.2675331831, 0.7324873805
13.0000000000, 0.0210000000, 0.7095436082, 0.8054944494, 1.0659164190, 0.7545554042
14.0000000000, 0.0210000000, 0.6410013073, 0.8229910832, 1.8139495850, 0.5236056447
15.0000000000, 0.0210000000, 0.6498937146, 0.8251451184, 1.1311635971, 0.6871115565
16.0000000000, 0.0210000000, 0.6333111029, 0.8266524402, 1.1579900980, 0.7013429999
17.0000000000, 0.0210000000, 0.7488420551, 0.7894293047, 1.1080931425, 0.6919113994
18.0000000000, 0.0147000000, 0.5913842615, 0.8356565036, 0.9795280099, 0.7785072327
19.0000000000, 0.0147000000, 0.5131397166, 0.8586734409, 0.9589647055, 0.7401827574
20.0000000000, 0.0147000000, 0.5970975617, 0.8354214337, 0.8442481160, 0.7569223642
21.0000000000, 0.0147000000, 0.4969771404, 0.8644597616, 0.9962255359, 0.7609331608
22.0000000000, 0.0147000000, 0.5341466065, 0.8528650635, 1.3418704271, 0.7258133888
23.0000000000, 0.0102900000, 0.4526944404, 0.8796678255, 0.9986826777, 0.7762902379
24.0000000000, 0.0102900000, 0.5424232932, 0.8506040457, 1.6735417843, 0.4765992463
25.0000000000, 0.0102900000, 0.5275441745, 0.8566418855, 0.9189492464, 0.7760718465
26.0000000000, 0.0102900000, 0.5030888737, 0.8625061775, 1.0918730497, 0.7532584071
27.0000000000, 0.0072030000, 0.4263821105, 0.8867818009, 0.9106752872, 0.8077970743
28.0000000000, 0.0072030000, 0.3916459606, 0.8942616187, 0.9218906760, 0.7949360609
29.0000000000, 0.0072030000, 0.3959242984, 0.8906049388, 1.0001990795, 0.8041344285
30.0000000000, 0.0072030000, 0.4488283578, 0.8777983297, 1.2531073093, 0.6433597207
31.0000000000, 0.0072030000, 0.4292366373, 0.8842951431, 1.0615884066, 0.8065501451
32.0000000000, 0.0050421000, 0.3641308287, 0.9017872919, 1.0894849300, 0.7254156470
33.0000000000, 0.0050421000, 0.3536235094, 0.9048543410, 0.9633505940, 0.8182280064
34.0000000000, 0.0050421000, 0.3428370856, 0.9075732161, 0.9764078856, 0.8124670982
35.0000000000, 0.0050421000, 0.3398707327, 0.9087958769, 1.0639922619, 0.8055329919
36.0000000000, 0.0050421000, 0.3302734007, 0.9111791176, 0.9710977077, 0.8109728694
37.0000000000, 0.0050421000, 0.4003659779, 0.8946940225, 2.0527715683, 0.5766680837
38.0000000000, 0.0035294700, 0.5251797383, 0.8601330317, 0.9849131107, 0.7759373784
39.0000000000, 0.0035294700, 0.3932269281, 0.8915169316, 0.9565014839, 0.8077161908
40.0000000000, 0.0035294700, 0.3461442698, 0.9086456020, 1.0804901123, 0.7718348503
41.0000000000, 0.0035294700, 0.3380971373, 0.9106354922, 1.0002608299, 0.8070861101
42.0000000000, 0.0024706290, 0.3138659407, 0.9159467313, 1.0053662062, 0.8141466379
