epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 2.1299960148, 0.2913553833, 2.0572707653, 0.1283502579
1.0000000000, 0.0300000000, 1.6540421303, 0.5194016909, 1.7654988766, 0.2117584497
2.0000000000, 0.0300000000, 1.3655398283, 0.6207915833, 1.3906157017, 0.3868296742
3.0000000000, 0.0300000000, 1.0326035079, 0.7599928901, 1.1699211597, 0.7757365108
4.0000000000, 0.0300000000, 0.9858926609, 0.7738631079, 1.0569137335, 0.7429479957
5.0000000000, 0.0300000000, 0.8246888109, 0.8073826591, 1.6762284040, 0.7573744655
6.0000000000, 0.0300000000, 0.7713813391, 0.8121146476, 1.2379827499, 0.8069134355
7.0000000000, 0.0300000000, 0.7168772039, 0.8267983226, 1.0602250099, 0.7729384303
8.0000000000, 0.0300000000, 0.7313999617, 0.8197441753, 1.1049771309, 0.7722753882
9.0000000000, 0.0300000000, 0.6707193675, 0.8369447207, 1.1974312067, 0.6685166359
10.0000000000, 0.0300000000, 0.6234006491, 0.8455777066, 0.9852630496, 0.7663582563
11.0000000000, 0.0210000000, 0.5661240886, 0.8596393559, 0.9373977184, 0.7938503623
12.0000000000, 0.0210000000, 0.5637940867, 0.8492693556, 0.8706723452, 0.7689487338
13.0000000000, 0.0210000000, 0.5167981768, 0.8685962269, 1.0604767799, 0.7980610132
14.0000000000, 0.0210000000, 0.5566013162, 0.8580786875, 1.0177868605, 0.8090640903
15.0000000000, 0.0147000000, 0.4650217560, 0.8829031950, 0.9153611660, 0.8399900198
16.0000000000, 0.0147000000, 0.4745993889, 0.8794225575, 1.3216205835, 0.7667386532
17.0000000000, 0.0147000000, 0.5092932316, 0.8678078307, 2.6572976112, 0.5091426373
18.0000000000, 0.0147000000, 0.5374764646, 0.8635019092, 0.9250417352, 0.8295531273
19.0000000000, 0.0147000000, 0.4583875164, 0.8826895794, 1.0125520229, 0.7626453638
20.0000000000, 0.0102900000, 0.4030511025, 0.8979591392, 0.9160385728, 0.7910911441
21.0000000000, 0.0102900000, 0.4243462291, 0.8892315747, 0.9670271277, 0.8068922758
22.0000000000, 0.0102900000, 0.4149934719, 0.8966260972, 0.9469838142, 0.8035202622
23.0000000000, 0.0102900000, 0.3631511549, 0.9084821939, 1.0577881336, 0.7587206960
24.0000000000, 0.0072030000, 0.3416139567, 0.9133793395, 0.8519307971, 0.8387542367
