epoch, lr, running_loss, running_acc, val_loss, val_acc
0.0000000000, 0.0300000000, 2.0819068667, 0.2696339375, 2.2587873936, 0.1254810542
1.0000000000, 0.0300000000, 1.5573164039, 0.4315295293, 1.9667344093, 0.2780908942
2.0000000000, 0.0300000000, 1.2145257221, 0.6552143349, 1.5722115040, 0.5545179844
3.0000000000, 0.0300000000, 1.0054486061, 0.7313144880, 1.3454834223, 0.4978808165
4.0000000000, 0.0300000000, 0.8608872356, 0.7631169349, 1.5695495605, 0.6223886013
5.0000000000, 0.0300000000, 0.8215026894, 0.7790875296, 1.4178361893, 0.6656067967
6.0000000000, 0.0300000000, 0.7822811422, 0.7812319777, 1.0364531279, 0.7647403479
7.0000000000, 0.0300000000, 0.7484688140, 0.7983576408, 1.0744149685, 0.7472735643
8.0000000000, 0.0300000000, 0.7309768347, 0.8036483433, 0.9513764381, 0.7787727714
9.0000000000, 0.0300000000, 0.7303859150, 0.8040419546, 1.4088199139, 0.6652027965
10.0000000000, 0.0300000000, 0.6791992029, 0.8212340428, 1.9714852571, 0.5887696147
11.0000000000, 0.0300000000, 0.7565619497, 0.7945699413, 1.4844802618, 0.5485396385
12.0000000000, 0.0300000000, 0.7869021745, 0.7774212260, 1.0865415335, 0.6772494912
13.0000000000, 0.0210000000, 0.6854429075, 0.8062070128, 1.0019546747, 0.6949323416
14.0000000000, 0.0210000000, 0.6232191990, 0.8323326273, 1.6069338322, 0.5040685534
15.0000000000, 0.0210000000, 0.6097384215, 0.8316664285, 1.3378831148, 0.6933253407
16.0000000000, 0.0210000000, 0.6790407865, 0.8052490586, 1.7917106152, 0.5165841579
17.0000000000, 0.0147000000, 0.6265236186, 0.8274585148, 1.1097400188, 0.7901822329
18.0000000000, 0.0147000000, 0.5472616964, 0.8515180566, 0.9861277342, 0.7996997833
19.0000000000, 0.0147000000, 0.6476595502, 0.8213436797, 1.5344235897, 0.6491702795
20.0000000000, 0.0147000000, 0.5459444689, 0.8545221245, 1.0633925200, 0.7679780722
21.0000000000, 0.0147000000, 0.5098309683, 0.8639600091, 1.5261353254, 0.5164827704
22.0000000000, 0.0147000000, 0.5418731423, 0.8509285342, 0.9936903119, 0.7959217429
23.0000000000, 0.0102900000, 0.4374494506, 0.8806331754, 0.9993624091, 0.7723401189
24.0000000000, 0.0102900000, 0.4474635585, 0.8800291272, 1.0887774229, 0.7672197819
25.0000000000, 0.0102900000, 0.4371186414, 0.8809258435, 0.9537632465, 0.8180025816
26.0000000000, 0.0102900000, 0.4829607420, 0.8643030261, 1.5851550102, 0.4191131294
27.0000000000, 0.0102900000, 0.5426362873, 0.8448366786, 0.9423447251, 0.7867911458
28.0000000000, 0.0102900000, 0.4832793528, 0.8675076033, 1.0924299955, 0.7232093215
29.0000000000, 0.0102900000, 0.4296852853, 0.8831795191, 1.2253106833, 0.7285848260
30.0000000000, 0.0072030000, 0.3753543651, 0.9002036491, 1.0661419630, 0.8002094030
31.0000000000, 0.0072030000, 0.3659084335, 0.9007084749, 1.0911024809, 0.7340240479
32.0000000000, 0.0072030000, 0.5098161291, 0.8456460632, 1.0892314911, 0.7537463307
33.0000000000, 0.0072030000, 0.4688595243, 0.8671900034, 0.9849135876, 0.8158182502
34.0000000000, 0.0050421000, 0.3842585091, 0.8943209671, 0.9791740775, 0.8181673288
